year,race_key,state_po,district,dem_two_party,dem_winner,incumbent_party,lean_rel_dem,inc_dem,midterm_dem,log_ratio_dem,qual_dem,nat_env,holdout,dem_name,rep_name
2010,CA-16,CA,16,0.736265,true,Democrat,0.209701,1,-1,0.000000,0,-0.019864,false,ZOE LOFGREN,DANIEL SAHAGUN
2010,CA-17,CA,17,0.690675,true,Democrat,0.202893,1,-1,0.000000,0,-0.019864,false,SAM FARR,JEFF TAYLOR
2010,CA-18,CA,18,0.584841,true,Democrat,0.000000,1,-1,0.000000,0,-0.019864,false,DENNIS A CARDOZA,MICHAEL CLARE BERRYHILL SR
2010,CA-19,CA,19,0.352546,false,,0.000000,0,-1,0.000000,0,-0.019864,false,LORAINE GOODWIN,JEFF DENHAM
2010,CA-20,CA,20,0.517050,true,Democrat,0.205236,1,-1,0.000000,0,-0.019864,false,JIM COSTA,ANDY VIDAK
2010,CA-23,CA,23,0.605749,true,Democrat,0.142634,1,-1,0.000000,0,-0.019864,false,LOIS CAPPS,TOM WATSON
2010,CA-24,CA,24,0.400605,false,Republican,-0.119648,-1,-1,0.000000,0,-0.019864,false,TIMOTHY J ALLISON,ELTON GALLEGLY
2010,CA-25,CA,25,0.381674,false,Republican,-0.115389,-1,-1,0.000000,0,-0.019864,false,JACKIE CONAWAY,"HOWARD P ""BUCK"" MCKEON"
2010,CA-26,CA,26,0.402892,false,Republican,-0.103614,-1,-1,0.000000,0,-0.019864,false,RUSS WARNER,DAVID DREIER
2010,CA-27,CA,27,0.651507,true,Democrat,0.195854,1,-1,0.000000,0,-0.019864,false,BRAD SHERMAN,MARK REED
2010,CA-28,CA,28,0.756216,true,Democrat,0.000000,1,-1,0.000000,0,-0.019864,false,HOWARD L BERMAN,MERLIN FLOYD
2010,CA-29,CA,29,0.669459,true,Democrat,0.182344,1,-1,0.000000,0,-0.019864,false,ADAM B SCHIFF,JOHN P COLBERT
2010,CA-30,CA,30,0.669232,true,Democrat,0.000000,1,-1,0.000000,0,-0.019864,false,HENRY A WAXMAN,CHARLES E WILKERSON
2010,CA-31,CA,31,0.838205,true,Democrat,0.000000,1,-1,0.000000,0,-0.019864,false,XAVIER BECERRA,STEPHEN C SMITH
2010,CA-32,CA,32,0.710413,true,,0.000000,0,-1,0.000000,0,-0.019864,false,JUDY CHU,"EDWARD ""ED"" SCHMERLING"
2010,CA-33,CA,33,0.860812,true,,0.337577,0,-1,0.000000,0,-0.019864,false,KAREN BASS,JAMES L ANDION
2010,CA-34,CA,34,0.772293,true,Democrat,0.232837,1,-1,0.000000,0,-0.019864,false,LUCILLE ROYBAL-ALLARD,WAYNE MILLER
2010,CA-35,CA,35,0.793350,true,Democrat,0.323740,1,-1,0.000000,0,-0.019864,false,MAXINE WATERS,K BRUCE BROWN
2010,CA-36,CA,36,0.631855,true,Democrat,0.148335,1,-1,0.000000,0,-0.019864,false,JANE HARMAN,MATTIE FEIN
2010,CA-37,CA,37,0.746351,true,Democrat,0.000000,1,-1,0.000000,0,-0.019864,false,LAURA RICHARDSON,STAR PARKER
2010,CA-38,CA,38,0.734550,true,Democrat,0.000000,1,-1,0.000000,0,-0.019864,false,GRACE F NAPOLITANO,ROBERT VAUGHN
2010,CA-39,CA,39,0.659969,true,Democrat,0.158630,1,-1,0.000000,0,-0.019864,false,LINDA T SANCHEZ,LARRY S ANDRE
2010,CA-40,CA,40,0.332113,false,Republican,-0.163600,-1,-1,0.000000,0,-0.019864,false,CHRISTINA AVALOS,EDWARD R ROYCE
2010,CA-41,CA,41,0.367830,false,Republican,-0.154599,-1,-1,0.000000,0,-0.019864,false,PAT MEAGHER,JERRY LEWIS
2010,CA-42,CA,42,0.338678,false,Republican,-0.139690,-1,-1,0.000000,0,-0.019864,false,MICHAEL WILLIAMSON,GARY G MILLER
2010,CA-43,CA,43,0.654963,true,Democrat,0.153328,1,-1,0.000000,0,-0.019864,false,JOE BACA,SCOTT FOLKENS
2010,CA-44,CA,44,0.443865,false,Republican,-0.050021,-1,-1,0.000000,0,-0.019864,false,BILL HEDRICK,KEN CALVERT
2010,CA-45,CA,45,0.450078,false,Republican,-0.121019,-1,-1,0.000000,0,-0.019864,false,STEVE POUGNET,MARY BONO MACK
2010,CA-46,CA,46,0.377911,false,Republican,-0.087479,-1,-1,0.000000,0,-0.019864,false,KEN ARNOLD,DANA ROHRABACHER
2010,CA-47,CA,47,0.574301,true,Democrat,0.193951,1,-1,0.000000,0,-0.019864,false,LORETTA SANCHEZ,VAN TRAN
2010,CA-48,CA,48,0.378143,false,Republican,-0.115703,-1,-1,0.000000,0,-0.019864,false,BETH KROM,JOHN CAMPBELL
2010,CA-49,CA,49,0.333967,false,Republican,-0.146950,-1,-1,0.000000,0,-0.019864,false,HOWARD KATZ,DARRELL E ISSA
2010,CA-50,CA,50,0.407465,false,Republican,-0.064631,-1,-1,0.000000,0,-0.019864,false,FRANCINE BUSBY,BRIAN P BILBRAY
2010,CA-51,CA,51,0.600531,true,Democrat,0.212202,1,-1,0.000000,0,-0.019864,false,BOB FILNER,NICK POPADITCH
2010,CA-52,CA,52,0.336947,false,Republican,-0.129496,-1,-1,0.000000,0,-0.019864,false,RAY LUTZ,DUNCAN HUNTER
2010,CA-53,CA,53,0.646794,true,Democrat,0.175759,1,-1,0.000000,0,-0.019864,false,SUSAN A DAVIS,MICHAEL CRIMMINS
2010,CO-01,CO,1,0.700996,true,Democrat,0.213477,1,-1,0.000000,0,-0.019864,false,DIANA DEGETTE,MIKE FALLON
2010,CO-02,CO,2,0.602371,true,Democrat,0.110884,1,-1,0.000000,0,-0.019864,false,JARED POLIS,STEPHEN BAILEY
2010,CO-03,CO,3,0.477338,false,Democrat,0.078016,1,-1,0.000000,0,-0.019864,false,JOHN T SALAZAR,SCOTT R TIPTIN
2010,CO-04,CO,4,0.440728,false,Democrat,0.023861,1,-1,0.000000,0,-0.019864,false,BETSY MARKEY,CORY GARDNER
2010,CO-05,CO,5,0.308053,false,Republican,-0.156530,-1,-1,0.000000,0,-0.019864,false,KEVIN BRADLEY,DOUG LAMBORN
2010,CO-06,CO,6,0.323835,false,Republican,-0.144802,-1,-1,0.000000,0,-0.019864,false,JOHN FLERLAGE,MIKE COFFMAN
2010,CO-07,CO,7,0.561390,true,Democrat,0.096708,1,-1,0.000000,0,-0.019864,false,ED PERLMUTTER,RYAN FRAZIER
2010,CT-01,CT,1,0.608246,true,Democrat,0.178643,1,-1,0.000000,0,-0.019864,false,JOHN B LARSON,ANN BRICKLEY
2010,CT-02,CT,2,0.595572,true,,0.117396,0,-1,0.000000,0,-0.019864,false,JOE CORTNEY,JANET PECKINPAUGH
2010,CT-03,CT,3,0.644828,true,Democrat,0.239433,1,-1,0.000000,0,-0.019864,false,ROSA L DELAURO,JERRY LABRIOLA JR
2010,CT-04,CT,4,0.520482,true,,-0.033904,0,-1,0.000000,0,-0.019864,false,JAMES A HIMES,DAN DEBICELLA
2010,CT-05,CT,5,0.536626,true,Democrat,0.039399,1,-1,0.000000,0,-0.019864,false,CHRISTOPHER S MURPHY,SAM S F CALIGIURI
2010,DE-00,DE,0,0.580440,true,,-0.154645,0,-1,0.000000,0,-0.019864,false,JOHN C CARNEY,GLEN URQUHART
2010,FL-02,FL,2,0.435508,false,Democrat,0.080963,1,-1,0.000000,0,-0.019864,false,ALLEN BOYD,STEVE SOUTHERLAND
2010,FL-03,FL,3,0.650375,true,Democrat,0.000000,1,-1,0.000000,0,-0.019864,false,CORRINE BROWN,"MICAHEL ""MIKE"" YOST"
2010,FL-05,FL,5,0.325692,false,,-0.149655,0,-1,0.000000,0,-0.019864,false,"JAMES ""JIM"" PICCILLO","RICHARD B ""RICH"" NUGENT"
2010,FL-07,FL,7,0.309689,false,Republican,-0.158143,-1,-1,0.000000,0,-0.019864,false,HEATHER BEAVEN,JOHN L MICA
2010,FL-08,FL,8,0.405130,false,Democrat,-0.018004,1,-1,0.000000,0,-0.019864,false,ALAN GRAYSON,DANIEL WEBSTER
2010,FL-09,FL,9,0.285667,false,Republican,-0.169686,-1,-1,0.000000,0,-0.019864,false,ANITA DE PALMA,GUS M BILIRAKIS
2010,FL-10,FL,10,0.340793,false,Republican,-0.144930,-1,-1,0.000000,0,-0.019864,false,CHARLIE JUSTICE,C W BILL YOUNG
2010,FL-11,FL,11,0.596350,true,Democrat,0.178449,1,-1,0.000000,0,-0.019864,false,KATHY CASTOR,MIKE PRENDERGAST
2010,FL-12,FL,12,0.460795,false,,-0.112736,0,-1,0.000000,0,-0.019864,false,LORI EDWARDS,DENNIS A ROSS
2010,FL-13,FL,13,0.311399,false,Republican,-0.135108,-1,-1,0.000000,0,-0.019864,false,JAMES T GOLDEN,VERN BUCHANAN
2010,FL-14,FL,14,0.283509,false,Republican,-0.243979,-1,-1,0.000000,0,-0.019864,false,JAMES LLOYD ROACH,CONNIE MACK
2010,FL-15,FL,15,0.352716,false,Republican,-0.096522,-1,-1,0.000000,0,-0.019864,false,SHANNON ROBERTS,BILL POSEY
2010,FL-16,FL,16,0.331092,false,,-0.139042,0,-1,0.000000,0,-0.019864,false,JIM HORN,THOMAS J ROONEY
2010,FL-18,FL,18,0.311148,false,Republican,-0.116806,-1,-1,0.000000,0,-0.019864,false,ROLANDO A BANCIELLA,ILEANA ROS-LEHTINEN
2010,FL-19,FL,19,0.626559,true,,0.170251,0,-1,0.000000,0,-0.019864,false,THEODORE E DEUTCH,JOE BUDD
2010,FL-20,FL,20,0.612196,true,Democrat,0.000000,1,-1,0.000000,0,-0.019864,false,DEBBIE WASSERMAN SCHULTZ,KAREN HARRINGTON
2010,FL-22,FL,22,0.456364,false,Democrat,0.008692,1,-1,0.000000,0,-0.019864,false,RON KLEIN,ALLEN WEST
2010,FL-23,FL,23,0.788729,true,Democrat,0.283873,1,-1,0.000000,0,-0.019864,false,ALCEE L HASTINGS,BERNARD SANSARICQ
2010,FL-24,FL,24,0.403351,false,Democrat,0.043705,1,-1,0.000000,0,-0.019864,false,SUZANNE M KOSMAS,"SANDRA ""SANDY"" ADAMS"
2010,FL-25,FL,25,0.449554,false,,-0.068653,0,-1,0.000000,0,-0.019864,false,JOE GARCIA,DAVID RIVERA
2010,GA-01,GA,1,0.283712,false,Republican,-0.203442,-1,-1,0.000000,0,-0.019864,false,OSCAR L HARRIS II,JACK KINGSTON
2010,GA-02,GA,2,0.514409,true,Democrat,0.151380,1,-1,0.000000,0,-0.019864,false,SANFORD D BISHOP JR,MIKE KEOWN
2010,GA-03,GA,3,0.305206,false,Republican,-0.195056,-1,-1,0.000000,0,-0.019864,false,FRANK SAUNDERS,LYNN A WESTMORELAND
2010,GA-04,GA,4,0.746655,true,Democrat,0.000000,1,-1,0.000000,0,-0.019864,false,"HENRY C ""HANK"" JOHNSON JR","LISBETH ""LIZ"" CARTER"
2010,GA-05,GA,5,0.737199,true,Democrat,0.000000,1,-1,0.000000,0,-0.019864,false,JOHN LEWIS,FENN LITTLE
2010,GA-07,GA,7,0.329295,false,,-0.158394,0,-1,0.000000,0,-0.019864,false,DOUG HECKMANN,ROB WOODALL
2010,GA-08,GA,8,0.473028,false,Democrat,0.034328,1,-1,0.000000,0,-0.019864,false,JIM MARSHALL,AUSTIN SCOTT
2010,GA-10,GA,10,0.326418,false,Republican,-0.145383,-1,-1,0.000000,0,-0.019864,false,RUSSELL EDWARDS,PAUL C BROUN
2010,GA-12,GA,12,0.565855,true,Democrat,0.121894,1,-1,0.000000,0,-0.019864,false,JOHN BARROW,RAYMOND MCKINNEY
2010,GA-13,GA,13,0.694301,true,Democrat,0.152340,1,-1,0.000000,0,-0.019864,false,DAVID SCOTT,MIKE CRANE
2010,HI-01,HI,1,0.532276,true,,0.263708,0,-1,0.000000,0,-0.019864,false,COLLEEN HANABUSA,CHARLES DJOU
2010,HI-02,HI,2,0.740316,true,Democrat,0.250517,1,-1,0.000000,0,-0.019864,false,MAZIE K HIRONO,JOHN W WILLOUGHBY
2010,ID-01,ID,1,0.447243,false,Democrat,-0.032052,1,-1,0.000000,0,-0.019864,false,WALT MINNICK,RAUL R LABRADOR
2010,ID-02,ID,2,0.261786,false,Republican,-0.248530,-1,-1,0.000000,0,-0.019864,false,MIKE CRAWFORD,MICHAEL K SIMPSON
2010,IL-01,IL,1,0.835123,true,Democrat,0.320544,1,-1,0.000000,0,-0.019864,false,BOBBY L RUSH,RAYMOND G WARDINGLEY
2010,IL-02,IL,2,0.853395,true,Democrat,0.356037,1,-1,0.000000,0,-0.019864,false,JESSE L JACKSON JR,ISAAC C HAYES
2010,IL-03,IL,3,0.741512,true,Democrat,0.236085,1,-1,0.000000,0,-0.019864,false,DANIEL LIPINSKI,MICHAEL A BENDAS
2010,IL-04,IL,4,0.843820,true,Democrat,0.337242,1,-1,0.000000,0,-0.019864,false,LUIS V GUTIERREZ,ISRAEL VASQUEZ
2010,IL-05,IL,5,0.735667,true,,0.232293,0,-1,0.000000,0,-0.019864,false,MIKE QUIGLEY,DAVID RATOWITZ
2010,IL-06,IL,6,0.363550,false,Republican,-0.113814,-1,-1,0.000000,0,-0.019864,false,BENJAMIN S LOWE,PETER J ROSKAM
2010,IL-07,IL,7,0.835164,true,Democrat,0.312066,1,-1,0.000000,0,-0.019864,false,DANNY K DAVIS,MARK M WEIMAN
2010,IL-08,IL,8,0.499260,false,Democrat,0.069095,1,-1,0.000000,0,-0.019864,false,MELISSA L BEAN,JOE WALSH
2010,IL-09,IL,9,0.680540,true,,0.234359,0,-1,0.000000,0,-0.019864,false,JANICE D SCAKOWSKY,JOEL BARRY POLLAK
2010,IL-10,IL,10,0.489195,false,,-0.063698,0,-1,0.000000,0,-0.019864,false,DANIEL J SEALS,ROBERT DOLD
2010,IL-11,IL,11,0.426510,false,Democrat,0.090665,1,-1,0.000000,0,-0.019864,false,DEBORAH L HALVORSON,ADAM KINZINGER
2010,IL-12,IL,12,0.620895,true,Democrat,0.202966,1,-1,0.000000,0,-0.019864,false,JERRY F COSTELLO,TERI NEWMAN
2010,IL-13,IL,13,0.361897,false,Republican,-0.089063,-1,-1,0.000000,0,-0.019864,false,SCOTT HARPER,JUDY BIGGERT
2010,IL-14,IL,14,0.467481,false,Democrat,0.039371,1,-1,0.000000,0,-0.019864,false,BILL FOSTER,"RANDALL M ""RANDY"" HULTGREN"
2010,IL-15,IL,15,0.356793,false,Republican,-0.180003,-1,-1,0.000000,0,-0.019864,false,DAVID GILL,TIMOTHY V JOHNSON
2010,IL-16,IL,16,0.323178,false,Republican,-0.165949,-1,-1,0.000000,0,-0.019864,false,GEORGE W GAULRAPP,DONALD A MANZULLO
2010,IL-17,IL,17,0.449670,false,Democrat,0.000000,1,-1,0.000000,0,-0.019864,false,PHIL HARE,BOBBY SCHILLING
2010,IL-18,IL,18,0.271759,false,Republican,-0.146271,-1,-1,0.000000,0,-0.019864,false,"DEIRDRE ""D K"" HIRNER",AARON SCHOCK
2010,IL-19,IL,19,0.287752,false,Republican,-0.196958,-1,-1,0.000000,0,-0.019864,false,TIM BAGWELL,JOHN SHIMKUS
2010,IN-01,IN,1,0.602546,true,Democrat,0.184788,1,-1,0.000000,0,-0.019864,false,PETER J VISCLOSKY,MARK LEYVA
2010,IN-02,IN,2,0.507044,true,Democrat,0.151247,1,-1,0.000000,0,-0.019864,false,JOE DONNELLY,JACKIE WALORSKI
2010,IN-03,IN,3,0.345347,false,,-0.119049,0,-1,0.000000,0,-0.019864,false,THOMAS HAYHURST,MARLIN A STUTZMAN
2010,IN-04,IN,4,0.277057,false,,-0.136827,0,-1,0.000000,0,-0.019864,false,DAVID SANDERS,TODD ROKITA
2010,IN-05,IN,5,0.290079,false,Republican,-0.193596,-1,-1,0.000000,0,-0.019864,false,TIM CRAWFORD,DAN BURTON
2010,IN-06,IN,6,0.310099,false,Republican,-0.195169,-1,-1,0.000000,0,-0.019864,false,BARRY WELSH,MIKE PENCE
2010,IN-07,IN,7,0.609040,true,Democrat,0.112676,1,-1,0.000000,0,-0.019864,false,ANDRE CARSON,MARVIN B SCOTT
2010,IN-08,IN,8,0.394085,false,,0.109292,0,-1,0.000000,0,-0.019864,false,W TRENT VANHAAFTEN,LARRY D BUCHSON
2010,IN-09,IN,9,0.446842,false,Democrat,0.062537,1,-1,0.000000,0,-0.019864,false,BARON P HILL,TODD YOUNG
2010,IA-01,IA,1,0.510284,true,Democrat,0.107957,1,-1,0.000000,0,-0.019864,false,BRUCE L BRALEY,BENJAMIN M LANGE
2010,IA-02,IA,2,0.526163,true,Democrat,0.057878,1,-1,0.000000,0,-0.019864,false,DAVID LOEBSACK,MARIANNETTE MILLER-MEEKS
2010,IA-03,IA,3,0.521835,true,Democrat,0.034321,1,-1,0.000000,0,-0.019864,false,LEONARD L BOSWELL,BRAD ZAUN
2010,IA-04,IA,4,0.327474,false,Republican,-0.143777,-1,-1,0.000000,0,-0.019864,false,BILL MASKE,TOM LATHAM
2010,IA-05,IA,5,0.329778,false,Republican,-0.153595,-1,-1,0.000000,0,-0.019864,false,MATTHEW CAMPBELL,STEVE KING
2010,KS-01,KS,1,0.236481,false,,-0.398646,0,-1,0.000000,0,-0.019864,false,ALAN JILKA,TIM HUELSKAMP
2010,KS-02,KS,2,0.338660,false,,-0.060827,0,-1,0.000000,0,-0.019864,false,CHERYL HUDSPETH,LYNN JENKINKS
2010,KS-03,KS,3,0.398310,false,,0.049225,0,-1,0.000000,0,-0.019864,false,STEPHENE MOORE,KEVIN YODER
2010,KS-04,KS,4,0.382737,false,,-0.200061,0,-1,0.000000,0,-0.019864,false,RAJ GOYLE,MIKE POMPEO
2010,KY-01,KY,1,0.287547,false,Republican,-0.181604,-1,-1,0.000000,0,-0.019864,false,CHARLES KENDALL HATCHETT,ED WHITFIELD
2010,KY-02,KY,2,0.321130,false,,-0.063839,0,-1,0.000000,0,-0.019864,false,ED MARKSBERRY,BRETT GUTHRIE
2010,KY-03,KY,3,0.554071,true,Democrat,0.055545,1,-1,0.000000,0,-0.019864,false,JOHN A YARMUTH,TODD LALLY
2010,KY-04,KY,4,0.305226,false,Republican,-0.168447,-1,-1,0.000000,0,-0.019864,false,JOHN WALTZ,GEOFF DAVIS
2010,KY-05,KY,5,0.225754,false,Republican,0.000000,-1,-1,0.000000,0,-0.019864,false,"JAMES E ""JIM"" HOLBERT",HAROLD ROGERS
2010,KY-06,KY,6,0.501356,true,Democrat,0.108469,1,-1,0.000000,0,-0.019864,false,BEN CHANDLER,"GARLAND ""ANDY"" BARR"
2010,LA-01,LA,1,0.196403,false,Republican,-0.194927,-1,-1,0.000000,0,-0.019864,false,MYRON KATZ,STEVE SCALISE
2010,LA-02,LA,2,0.658664,true,Republican,-0.052182,-1,-1,0.000000,0,-0.019864,false,CEDRIC RICHMOND,"ANH ""JOSEPH"" CAO"
2010,LA-03,LA,3,0.362331,false,,0.000000,0,-1,0.000000,0,-0.019864,false,RAVI SANGISETTY,"""JEFF"" LANDRY"
2010,LA-04,LA,4,0.341665,false,Republican,-0.040083,-1,-1,0.000000,0,-0.019864,false,DAVID MELVILLE,JOHN FLEMING
2010,LA-06,LA,6,0.343667,false,,-0.082361,0,-1,0.000000,0,-0.019864,false,MERRITT E MCDONALD SR,BILL CASSIDY
2010,ME-01,ME,1,0.568231,true,Democrat,0.010880,1,-1,0.000000,0,-0.019864,false,CHELLIE PINGREE,DEAN PETER SCONTRAS
2010,ME-02,ME,2,0.551316,true,Democrat,0.136244,1,-1,0.000000,0,-0.019864,false,MICHAEL H MICHAUD,JASON J LEVESQUE
2010,MD-01,MD,1,0.436995,false,Democrat,-0.034050,1,-1,0.000000,0,-0.019864,false,FRANK KRATOVIL JR,ANDY HARRIS
2010,MD-02,MD,2,0.658625,true,Democrat,0.205242,1,-1,0.000000,0,-0.019864,false,C A DUTCH RUPPERSBERGER,MARCELO CARDARELLI
2010,MD-03,MD,3,0.629058,true,Democrat,0.160292,1,-1,0.000000,0,-0.019864,false,JOHN P SARBANES,JIM WILHELM
2010,MD-04,MD,4,0.835849,true,Democrat,0.331651,1,-1,0.000000,0,-0.019864,false,DONNA F EDWARDS,ROBERT BROADUS
2010,MD-05,MD,5,0.649852,true,Democrat,0.216320,1,-1,0.000000,0,-0.019864,false,STENY H HOYER,CHARLES LOLLAR
2010,MD-06,MD,6,0.350910,false,Republican,-0.136374,-1,-1,0.000000,0,-0.019864,false,ANDREW DUCK,ROSCOE G BARTLETT
2010,MD-07,MD,7,0.767011,true,Democrat,0.272436,1,-1,0.000000,0,-0.019864,false,ELIJAH E CUMMINGS,FRANK MIRABILE JR
2010,MD-08,MD,8,0.745571,true,Democrat,0.237801,1,-1,0.000000,0,-0.019864,false,CHRIS VAN HOLLEN,MICHAEL LEE PHILIPS
2010,MA-01,MA,1,0.632375,true,Democrat,0.191177,1,-1,0.000000,0,-0.019864,false,JOHN W OLVER,WILLIAM L GUNN JR
2010,MA-02,MA,2,0.573710,true,Democrat,0.000000,1,-1,0.000000,0,-0.019864,false,RICHARD E NEAL,THOMAS A WESLEY
2010,MA-03,MA,3,0.590419,true,Democrat,0.000000,1,-1,0.000000,0,-0.019864,false,JAMES P MCGOVERN,MARTIN A LAMB
2010,MA-04,MA,4,0.554185,true,Democrat,0.190641,1,-1,0.000000,0,-0.019864,false,BARNEY FRANK,SEAN D M MIELAT
2010,MA-05,MA,5,0.564854,true,Democrat,0.000000,1,-1,0.000000,0,-0.019864,false,NIKI TSONGAS,JONATHAN A GOLNIK
2010,MA-06,MA,6,0.569420,true,Democrat,0.166480,1,-1,0.000000,0,-0.019864,false,JOHN F TIERNEY,BILL HUDAK
2010,MA-07,MA,7,0.664784,true,Democrat,0.219356,1,-1,0.000000,0,-0.019864,false,EDWARD J MARKEY,GERRY DEMBROWSKI
2010,MA-09,MA,9,0.723709,true,Democrat,0.000000,1,-1,0.000000,0,-0.019864,false,STEPHEN F LYNCH,VERNON M HARRISON
2010,MA-10,MA,10,0.525149,true,,0.000000,0,-1,0.000000,0,-0.019864,false,WILLIAM R KEATING,JEFFREY DAVIS PERRY
2010,MI-01,MI,1,0.440331,false,,0.127035,0,-1,0.000000,0,-0.019864,false,GARY MCDOWELL,DAN BENISHEK
2010,MI-02,MI,2,0.326352,false,,-0.179884,0,-1,0.000000,0,-0.019864,false,FRED JOHNSON,BILL HUIZENGA
2010,MI-03,MI,3,0.385695,false,,-0.171498,0,-1,0.000000,0,-0.019864,false,PAT MILES,JUSTIN AMASH
2010,MI-04,MI,4,0.315491,false,Republican,-0.172604,-1,-1,0.000000,0,-0.019864,false,JERRY M CAMPBELL,DAVE CAMP
2010,MI-05,MI,5,0.544693,true,Democrat,0.184834,1,-1,0.000000,0,-0.019864,false,DALE E KILDEE,JOHN KUPIEC
2010,MI-06,MI,6,0.351444,false,Republican,-0.142311,-1,-1,0.000000,0,-0.019864,false,DON COONEY,FRED UPTON
2010,MI-07,MI,7,0.474992,false,Democrat,-0.026005,1,-1,0.000000,-1,-0.019864,false,MARK H SCHAUER,TIM WALBERG
